"id","driver_number","driver_name","driver_abb","driver_total_seasons","driver_season_rank","driver_season_points","driver_season_gps","driver_season_wins","driver_season_podiums","driver_season_poles","driver_season_fastlaps","driver_season_leadlaps","driver_career_wins_avg","driver_career_podiums_avg","driver_career_poles","driver_career_fastlaps","driver_career_gps","driver_career_season","team_name","team_season_wins","team_season_podiums","team_season_poles","team_season_fastlaps","team_season_leadlaps","team_season_points","team_average_wins","team_average_podiums","team_total_gps","team_seasons","circuit_country","circuit_name","circuit_length","circuit_temp","circuit_rain","quali_pos","quali_time","race_pos"
889,33,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Austria","Red Bull Ring",4318,20.966,0.0384615,1,63.72,1
890,77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Austria","Red Bull Ring",4318,20.966,0.0384615,5,64.049,2
891,4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Austria","Red Bull Ring",4318,20.966,0.0384615,2,63.768,3
892,44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Austria","Red Bull Ring",4318,20.966,0.0384615,4,64.014,4
893,55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Austria","Red Bull Ring",4318,20.966,0.0384615,11,64.559,5
894,11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Austria","Red Bull Ring",4318,20.966,0.0384615,3,63.99,6
895,3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Austria","Red Bull Ring",4318,20.966,0.0384615,13,64.719,7
896,16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Austria","Red Bull Ring",4318,20.966,0.0384615,12,64.6,8
897,10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Austria","Red Bull Ring",4318,20.966,0.0384615,6,64.107,9
898,14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Austria","Red Bull Ring",4318,20.966,0.0384615,14,64.856,10
899,63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Austria","Red Bull Ring",4318,20.966,0.0384615,9,64.591,11
900,22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Austria","Red Bull Ring",4318,20.966,0.0384615,7,64.273,12
901,18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Austria","Red Bull Ring",4318,20.966,0.0384615,10,64.618,13
902,99,"A GIOVINAZZI","GIO",4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,62,4,"Alfa Romeo Racing",0,0,0,0,0,0,0.0,0.0,0,0,"Austria","Red Bull Ring",4318,20.966,0.0384615,15,65.083,14
903,7,"K RAIKKONEN","RAI",19,0,0,0,0,0,0,0,0,0.06,0.3,18,46,349,19,"Alfa Romeo Racing",0,0,0,0,0,0,0.0,0.0,0,0,"Austria","Red Bull Ring",4318,20.966,0.0384615,16,65.009,15
904,6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Austria","Red Bull Ring",4318,20.966,0.0384615,18,65.195,16
905,5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Austria","Red Bull Ring",4318,20.966,0.0384615,8,64.57,17
906,47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Austria","Red Bull Ring",4318,20.966,0.0384615,19,65.427,18
907,9,"N MAZEPIN","MAZ",1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,21,1,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Austria","Red Bull Ring",4318,20.966,0.0384615,20,65.951,19
908,31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Austria","Red Bull Ring",4318,20.966,0.0384615,17,65.051,20
909,44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"UK","Silverstone Circuit",5901,29.4,0.0,1,86.134,1
910,16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"UK","Silverstone Circuit",5901,29.4,0.0,4,86.828,2
911,77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"UK","Silverstone Circuit",5901,29.4,0.0,3,86.328,3
912,4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"UK","Silverstone Circuit",5901,29.4,0.0,6,86.897,4
913,3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"UK","Silverstone Circuit",5901,29.4,0.0,7,86.899,5
914,55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"UK","Silverstone Circuit",5901,29.4,0.0,9,87.007,6
915,14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"UK","Silverstone Circuit",5901,29.4,0.0,11,87.245,7
916,18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"UK","Silverstone Circuit",5901,29.4,0.0,15,87.665,8
917,31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"UK","Silverstone Circuit",5901,29.4,0.0,13,87.34,9
918,22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"UK","Silverstone Circuit",5901,29.4,0.0,16,88.043,10
919,10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"UK","Silverstone Circuit",5901,29.4,0.0,12,87.273,11
920,63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"UK","Silverstone Circuit",5901,29.4,0.0,8,86.971,12
921,99,"A GIOVINAZZI","GIO",4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,62,4,"Alfa Romeo Racing",0,0,0,0,0,0,0.0,0.0,0,0,"UK","Silverstone Circuit",5901,29.4,0.0,14,87.617,13
922,6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"UK","Silverstone Circuit",5901,29.4,0.0,18,88.254,14
923,7,"K RAIKKONEN","RAI",19,0,0,0,0,0,0,0,0,0.06,0.3,18,46,349,19,"Alfa Romeo Racing",0,0,0,0,0,0,0.0,0.0,0,0,"UK","Silverstone Circuit",5901,29.4,0.0,17,88.062,15
924,11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"UK","Silverstone Circuit",5901,29.4,0.0,5,86.844,16
925,9,"N MAZEPIN","MAZ",1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,21,1,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"UK","Silverstone Circuit",5901,29.4,0.0,20,89.051,17
926,47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"UK","Silverstone Circuit",5901,29.4,0.0,19,88.738,18
927,5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"UK","Silverstone Circuit",5901,29.4,0.0,10,87.179,19
928,33,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"UK","Silverstone Circuit",5901,29.4,0.0,2,86.209,20
929,31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Hungary","Hungaroring",4381,27.2267,0.303665,8,76.653,1
930,44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Hungary","Hungaroring",4381,27.2267,0.303665,1,75.419,2
931,55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Hungary","Hungaroring",4381,27.2267,0.303665,15,76.649,3
932,14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Hungary","Hungaroring",4381,27.2267,0.303665,9,76.715,4
933,10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Hungary","Hungaroring",4381,27.2267,0.303665,5,76.483,5
934,22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Hungary","Hungaroring",4381,27.2267,0.303665,16,77.919,6
935,6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Hungary","Hungaroring",4381,27.2267,0.303665,18,78.036,7
936,63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Hungary","Hungaroring",4381,27.2267,0.303665,17,77.944,8
937,33,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Hungary","Hungaroring",4381,27.2267,0.303665,3,75.84,9
938,7,"K RAIKKONEN","RAI",19,0,0,0,0,0,0,0,0,0.06,0.3,18,46,349,19,"Alfa Romeo Racing",0,0,0,0,0,0,0.0,0.0,0,0,"Hungary","Hungaroring",4381,27.2267,0.303665,13,77.564,10
939,3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Hungary","Hungaroring",4381,27.2267,0.303665,11,76.871,11
940,99,"A GIOVINAZZI","GIO",4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,62,4,"Alfa Romeo Racing",0,0,0,0,0,0,0.0,0.0,0,0,"Hungary","Hungaroring",4381,27.2267,0.303665,14,77.583,13
941,9,"N MAZEPIN","MAZ",1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,21,1,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Hungary","Hungaroring",4381,27.2267,0.303665,19,78.922,14
942,4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Hungary","Hungaroring",4381,27.2267,0.303665,6,76.489,15
943,77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Hungary","Hungaroring",4381,27.2267,0.303665,2,75.734,16
944,11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Hungary","Hungaroring",4381,27.2267,0.303665,4,76.421,17
945,16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Hungary","Hungaroring",4381,27.2267,0.303665,7,76.496,18
946,18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Hungary","Hungaroring",4381,27.2267,0.303665,12,76.893,19
947,5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Hungary","Hungaroring",4381,27.2267,0.303665,10,76.75,20
948,33,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,1,119.765,1
949,63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,2,120.086,2
950,44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,3,120.099,3
951,3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,4,120.864,4
952,5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,5,120.935,5
953,10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,6,121.164,6
954,31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,9,123.513,7
955,16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,11,117.721,8
956,6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,12,118.056,9
957,55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,13,118.137,10
958,14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,14,118.205,11
959,77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,8,122.502,12
960,99,"A GIOVINAZZI","GIO",4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,62,4,"Alfa Romeo Racing",0,0,0,0,0,0,0.0,0.0,0,0,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,16,122.306,13
961,4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,10,116.025,14
962,22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,17,122.413,15
963,47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,18,123.973,16
964,9,"N MAZEPIN","MAZ",1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,21,1,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,20,124.939,17
965,7,"K RAIKKONEN","RAI",19,0,0,0,0,0,0,0,0,0.06,0.3,18,46,349,19,"Alfa Romeo Racing",0,0,0,0,0,0,0.0,0.0,0,0,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,19,124.452,18
966,11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,7,122.112,19
967,18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Belgium","Circuit de Spa-Francorchamps",7004,13.0124,0.841379,15,118.231,20
968,33,"M VERSTAPPEN","VER",9,1,364,15,12,14,8,6,661,0.27,0.51,28,27,177,9,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,1,68.885,1
969,44,"L HAMILTON","HAM",17,4,164,15,0,4,1,2,7,0.32,0.6,104,63,324,17,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,2,68.923,2
970,77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,3,69.222,3
971,10,"P GASLY","GAS",7,10,37,15,0,1,0,0,0,0.01,0.03,0,3,122,7,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,4,69.478,4
972,16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,5,69.527,5
973,14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,9,69.956,6
974,55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,6,69.537,7
975,11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,16,70.53,8
976,31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,8,69.933,9
977,4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,13,70.406,10
978,3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,10,70.166,11
979,18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,12,70.367,12
980,5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,17,70.731,13
981,99,"A GIOVINAZZI","GIO",4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,62,4,"Alfa Romeo Racing",0,0,0,0,0,0,0.0,0.0,0,0,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,7,69.59,14
982,88,"R KUBICA","KUB",7,0,0,0,0,0,0,0,0,0.01,0.12,1,1,99,7,"Alfa Romeo Racing",0,0,0,0,0,0,0.0,0.0,0,0,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,18,71.301,15
983,6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,14,71.161,16
984,63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,11,70.332,17
985,47,"M SCHUMACHER","MSC",2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,43,2,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,19,71.387,18
986,22,"Y TSUNODA","TSU",3,17,3,15,0,0,0,0,0,0.0,0.0,0,0,56,3,"AlphaTauri",0,0,0,0,0,3,0.0,0.01,684,18,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,15,71.314,19
987,9,"N MAZEPIN","MAZ",1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,21,1,"Haas F1 Team",0,0,0,0,0,11,0.0,0.0,312,8,"Netherlands","Circuit Park Zandvoort",4307,21.5044,0.0,20,71.875,20
988,3,"D RICCIARDO","RIC",13,22,0,2,0,0,0,0,0,0.03,0.14,3,16,234,13,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,5,79.995,1
989,4,"L NORRIS","NOR",5,8,79,15,0,2,0,0,5,0.0,0.08,1,5,96,5,"McLaren",0,2,0,1,6,115,0.1,0.26,1926,58,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,4,79.989,2
990,77,"V BOTTAS","BOT",11,15,6,15,0,0,0,0,0,0.05,0.31,20,19,214,11,"Mercedes",0,5,1,3,13,273,0.21,0.49,585,16,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,1,79.555,3
991,16,"C LECLERC","LEC",6,6,111,15,0,3,2,0,12,0.04,0.23,20,7,117,6,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,8,80.51,4
992,11,"S PEREZ","PER",13,2,219,15,2,8,2,2,138,0.02,0.14,3,11,249,13,"Red Bull Racing",14,22,10,8,799,583,0.15,0.36,719,19,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,9,80.611,5
993,55,"C SAINZ","SAI",9,5,117,15,0,1,1,0,14,0.01,0.09,4,3,177,9,"Ferrari",0,4,3,0,26,228,0.1,0.34,2326,74,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,7,80.462,6
994,18,"L STROLL","STR",7,9,47,15,0,0,0,0,0,0.0,0.02,1,0,136,7,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,12,81.02,7
995,14,"F ALONSO","ALO",20,3,170,15,0,7,0,1,3,0.09,0.28,22,24,369,20,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,13,81.069,8
996,63,"G RUSSELL","RUS",5,7,109,15,0,1,0,1,6,0.01,0.1,1,6,96,5,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,15,81.392,9
997,31,"E OCON","OCO",7,11,36,15,0,1,0,0,0,0.01,0.02,0,0,125,7,"Alpine",0,2,0,0,0,73,0.01,0.03,116,3,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,14,81.103,10
998,6,"N LATIFI","LAT",3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,61,3,"Williams",0,0,0,0,0,21,0.07,0.2,1569,46,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,16,81.925,11
999,5,"S VETTEL","VET",16,0,0,0,0,0,0,0,0,0.18,0.41,57,38,299,16,"Aston Martin",0,7,0,1,3,217,0.0,0.06,126,5,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,11,80.913,12
1000,99,"A GIOVINAZZI","GIO",4,0,0,0,0,0,0,0,0,0.0,0.0,0,0,62,4,"Alfa Romeo Racing",0,0,0,0,0,0,0.0,0.0,0,0,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,10,80.808,13
1001,88,"R KUBICA","KUB",7,0,0,0,0,0,0,0,0,0.01,0.12,1,1,99,7,"Alfa Romeo Racing",0,0,0,0,0,0,0.0,0.0,0,0,"Italy","Autodromo Nazionale di Monza",5793,28.8852,0.0,19,82.53,14
